lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
150.4538295,-33.4284595,1100,100,0,0,0
150.4645761,-33.4286798,1100,100,0,0,0
150.4753227,-33.4288992,1100,100,0,0,0
150.4860695,-33.4291176,1100,100,0,0,0
150.4968163,-33.4293351,1100,100,0,0,0
150.5075633,-33.4295516,1100,100,0,0,0
150.5183104,-33.4297673,1100,100,0,0,0
150.5290576,-33.429982,1100,100,0,0,0
150.5398049,-33.4301957,1100,100,0,0,0
150.5505524,-33.4304086,1100,100,0,0,0
150.5612999,-33.4306205,1100,100,0,0,0
150.5720476,-33.4308314,1100,100,0,0,0
150.5827954,-33.4310415,1100,100,0,0,0
150.5935433,-33.4312506,1100,100,0,0,0
150.6042913,-33.4314588,1100,100,0,0,0
150.6150394,-33.4316661,1100,100,0,0,0
150.6257876,-33.4318724,1100,100,0,0,0
150.6365359,-33.4320778,1100,100,0,0,0
150.6472844,-33.4322822,1100,100,0,0,0
150.6580329,-33.4324858,1100,100,0,0,0
150.6687816,-33.4326884,1100,100,0,0,0
150.6795303,-33.4328901,1100,100,0,0,0
150.6902792,-33.4330908,1100,100,0,0,0
150.7010282,-33.4332906,1100,100,0,0,0
150.7117772,-33.4334895,1100,100,0,0,0
150.7225264,-33.4336875,1100,100,0,0,0
150.7332757,-33.4338845,1100,100,0,0,0
150.7440251,-33.4340806,1100,100,0,0,0
150.7547746,-33.4342757,1100,100,0,0,0
150.7655242,-33.43447,1100,100,0,0,0
150.7762739,-33.4346633,1100,100,0,0,0
150.7870237,-33.4348556,1100,100,0,0,0
150.7977736,-33.4350471,1100,100,0,0,0
150.8085236,-33.4352376,115,100,0,0,0
150.8192737,-33.4354272,1100,100,0,0,0
150.830024,-33.4356158,1100,100,0,0,0
150.8407743,-33.4358035,1100,100,0,0,0
150.8515247,-33.4359903,1100,100,0,0,0
150.8622752,-33.4361762,1100,100,0,0,0
150.8730258,-33.4363611,1100,100,0,0,0
150.8837765,-33.4365451,270,100,0,0,0
150.8945273,-33.4367281,270,100,0,0,0
150.9052782,-33.4369103,1100,100,0,0,0
150.9160292,-33.4370915,1100,100,0,0,0
150.9267803,-33.4372717,1100,100,0,0,0
150.9375315,-33.4374511,1100,100,0,0,0
150.9482827,-33.4376295,1100,100,0,0,0
150.9590341,-33.4378069,1100,100,0,0,0
150.9697856,-33.4379835,1100,100,0,0,0
150.9805372,-33.4381591,1100,100,0,0,0
150.9912888,-33.4383338,1100,100,0,0,0
151.0020406,-33.4385075,1100,100,0,0,0
151.0127924,-33.4386803,1100,100,0,0,0
151.0235443,-33.4388522,1100,100,0,0,0
151.0342964,-33.4390232,1100,100,0,0,0
151.0450485,-33.4391932,115,100,0,0,0
151.0558007,-33.4393623,115,100,0,0,0
151.066553,-33.4395305,1100,100,0,0,0
151.0773054,-33.4396977,115,100,0,0,0
151.0880578,-33.439864,1100,100,0,0,0
151.0988104,-33.4400294,1100,100,0,0,0
151.109563,-33.4401938,1100,100,0,0,0
151.1203158,-33.4403573,1100,100,0,0,0
151.1310686,-33.4405199,1100,100,0,0,0
151.1418215,-33.4406815,1100,100,0,0,0
151.1525745,-33.4408422,1100,100,0,0,0
151.1740807,-33.4411608,1100,100,0,0,0
151.184834,-33.4413187,1100,100,0,0,0
151.1955873,-33.4414757,1100,100,0,0,0
151.2063407,-33.4416318,1100,100,0,0,0
151.2170942,-33.4417869,1100,100,0,0,0
151.2278478,-33.4419411,1100,100,0,0,0
151.2386014,-33.4420943,1100,100,0,0,0
151.2493552,-33.4422466,115,100,0,0,0
151.260109,-33.442398,1100,100,0,0,0
151.2708629,-33.4425485,1100,100,0,0,0
151.2816169,-33.442698,1100,100,0,0,0
151.2923709,-33.4428466,1100,100,0,0,0
151.3031251,-33.4429943,1100,100,0,0,0
151.3138793,-33.443141,1100,100,0,0,0
151.3246336,-33.4432868,1100,100,0,0,0
150.3783361,-33.4359018,1100,100,0,0,0
150.3890829,-33.4361287,1100,100,0,0,0
150.3998298,-33.4363546,1100,100,0,0,0
150.4105769,-33.4365796,1100,100,0,0,0
150.421324,-33.4368037,1100,100,0,0,0
150.4320713,-33.4370268,1100,100,0,0,0
150.4428187,-33.4372491,1100,100,0,0,0
150.4535662,-33.4374703,1100,100,0,0,0
150.4643138,-33.4376907,1100,100,0,0,0
150.4750616,-33.4379101,1100,100,0,0,0
150.4858095,-33.4381286,1100,100,0,0,0
150.4965574,-33.4383462,1100,100,0,0,0
150.5073055,-33.4385628,1100,100,0,0,0
150.5180537,-33.4387785,1100,100,0,0,0
150.5288021,-33.4389933,1100,100,0,0,0
150.5395505,-33.4392071,1100,100,0,0,0
150.550299,-33.43942,1100,100,0,0,0
150.5610477,-33.439632,1100,100,0,0,0
150.5717965,-33.4398431,1100,100,0,0,0
150.5825454,-33.4400532,1100,100,0,0,0
150.5932944,-33.4402624,1100,100,0,0,0
150.6040435,-33.4404706,1100,100,0,0,0
150.6147927,-33.440678,1100,100,0,0,0
150.625542,-33.4408844,1100,100,0,0,0
150.6362915,-33.4410898,1100,100,0,0,0
150.647041,-33.4412944,1100,100,0,0,0
150.6577907,-33.441498,1100,100,0,0,0
150.6685404,-33.4417006,1100,100,0,0,0
150.6792903,-33.4419024,1100,100,0,0,0
150.6900403,-33.4421032,1100,100,0,0,0
150.7007903,-33.4423031,1100,100,0,0,0
150.7115405,-33.442502,1100,100,0,0,0
150.7222908,-33.4427001,1100,100,0,0,0
150.7330412,-33.4428971,1100,100,0,0,0
150.7437917,-33.4430933,1100,100,0,0,0
150.7545423,-33.4432885,1100,100,0,0,0
150.765293,-33.4434828,1100,100,0,0,0
150.7760439,-33.4436762,1100,100,0,0,0
150.7867948,-33.4438686,1100,100,0,0,0
150.7975458,-33.4440601,115,100,0,0,0
150.8082969,-33.4442507,1100,100,0,0,0
150.8190481,-33.4444403,1100,100,0,0,0
150.8297995,-33.4446291,1100,100,0,0,0
150.8405509,-33.4448168,1100,100,0,0,0
150.8513024,-33.4450037,1100,100,0,0,0
150.862054,-33.4451896,1100,100,0,0,0
150.8728057,-33.4453746,1100,100,0,0,0
150.8835575,-33.4455586,270,100,0,0,0
150.8943095,-33.4457418,1100,100,0,0,0
150.9050615,-33.445924,1100,100,0,0,0
150.9158136,-33.4461052,1100,100,0,0,0
150.9265658,-33.4462855,1100,100,0,0,0
150.9373181,-33.4464649,1100,100,0,0,0
150.9480705,-33.4466434,1100,100,0,0,0
150.958823,-33.4468209,1100,100,0,0,0
150.9695755,-33.4469975,1100,100,0,0,0
150.9803282,-33.4471732,1100,100,0,0,0
150.991081,-33.447348,1100,100,0,0,0
151.0018338,-33.4475218,1100,100,0,0,0
151.0125868,-33.4476946,1100,100,0,0,0
151.0233398,-33.4478666,1100,100,0,0,0
151.034093,-33.4480376,1100,100,0,0,0
151.0448462,-33.4482077,1100,100,0,0,0
151.0555995,-33.4483768,1100,100,0,0,0
151.0663529,-33.448545,1100,100,0,0,0
151.08786,-33.4488787,1100,100,0,0,0
151.0986137,-33.4490441,1100,100,0,0,0
151.1093674,-33.4492086,1100,100,0,0,0
151.1201213,-33.4493721,1100,100,0,0,0
151.1308752,-33.4495348,1100,100,0,0,0
151.1416292,-33.4496965,1100,100,0,0,0
151.1631375,-33.4500171,1100,100,0,0,0
151.1738918,-33.450176,1100,100,0,0,0
