lon,lat,vs30,z1pt0,z2pt5,vs30measured,backarc
150.9723034,-33.90466531,270,100,0,0,0
151.1429215,-34.01556288,270,100,0,0,0
150.8574243,-33.52401011,115,100,0,0,0
151.2022696,-34.02546218,115,100,0,0,0
151.0762149,-33.85222965,180,100,0,0,0
151.2519985,-33.44453851,270,100,0,0,0
151.1557913,-33.92107602,180,100,0,0,0
151.1435102,-33.98852038,270,100,0,0,0
151.1554998,-33.93459753,115,100,0,0,0
150.9431982,-33.53899078,270,100,0,0,0
151.1496047,-33.95705209,270,100,0,0,0
151.1249298,-33.6004918,1100,100,0,0,0
150.9721967,-33.90917201,180,100,0,0,0
151.2897764,-33.71109542,180,100,0,0,0
151.2197325,-33.96710397,115,100,0,0,0
151.222728,-33.82286854,115,100,0,0,0
151.3495565,-33.40529345,270,100,0,0,0
150.9606344,-33.94054005,412,100,0,0,0
151.1819617,-33.96204303,115,100,0,0,0
150.8112678,-33.43303183,115,100,0,0,0
151.3015397,-33.66165963,115,100,0,0,0
151.2435254,-33.59772398,1100,100,0,0,0
151.2142287,-33.97153287,115,100,0,0,0
151.3331736,-33.41860179,270,100,0,0,0
150.9211309,-33.56116526,270,100,0,0,0
151.1948726,-33.86304232,115,100,0,0,0
151.1323928,-34.00187775,270,100,0,0,0
151.3071952,-33.64821039,180,100,0,0,0
151.3095711,-33.52650005,270,100,0,0,0
151.2959712,-33.67060083,180,100,0,0,0
151.04442,-33.82467775,115,100,0,0,0
151.1925894,-33.97121687,115,100,0,0,0
151.3210324,-33.49058352,270,100,0,0,0
151.2627174,-33.71522658,1100,100,0,0,0
150.8974869,-33.42550673,270,100,0,0,0
151.1317015,-34.03342706,180,100,0,0,0
151.213474,-34.00759103,270,100,0,0,0
150.9512355,-33.42640652,270,100,0,0,0
150.9506841,-33.9043074,270,100,0,0,0
151.1839713,-33.86739082,115,100,0,0,0
151.1501899,-33.93000923,180,100,0,0,0
151.1419387,-34.06063343,1100,100,0,0,0
150.6991243,-33.60682806,270,100,0,0,0
150.8057794,-33.43744338,115,100,0,0,0
150.879827,-33.48832693,1100,100,0,0,0
151.0817176,-33.84780683,115,100,0,0,0
150.9104731,-33.55647714,270,100,0,0,0
151.1194309,-33.85289673,1100,100,0,0,0
151.0982223,-33.83453675,1100,100,0,0,0
151.0395708,-34.03650063,270,100,0,0,0
151.017628,-33.81523272,270,100,0,0,0
151.0369337,-33.44131944,270,100,0,0,0
