id,lon,lat,taxonomy,number,structural,day,night,suburb,lzcode,lzpurpose
1,151.1747267,-33.9256234,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
2,151.1747074,-33.9265248,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
3,151.1757888,-33.9265408,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
4,151.1768702,-33.9265569,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
5,151.1779516,-33.9265729,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
6,151.179033,-33.9265889,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
7,151.1801144,-33.9266049,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
8,151.1811957,-33.9266208,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
9,151.1822771,-33.9266368,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
10,151.1725254,-33.9273942,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
11,151.1736068,-33.9274102,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
12,151.1746882,-33.9274263,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
13,151.1757696,-33.9274423,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
14,151.176851,-33.9274583,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
15,151.1779324,-33.9274743,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
16,151.1790138,-33.9274903,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
17,151.1800952,-33.9275063,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
18,151.1811766,-33.9275223,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
19,151.182258,-33.9275383,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
20,151.1833394,-33.9275542,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
21,151.1714248,-33.9282795,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
22,151.1725062,-33.9282956,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
23,151.1735876,-33.9283117,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
24,151.174669,-33.9283277,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
25,151.1757504,-33.9283437,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
26,151.1768318,-33.9283597,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
27,151.1779132,-33.9283758,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
28,151.1789946,-33.9283918,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
29,151.180076,-33.9284077,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
30,151.1811574,-33.9284237,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
31,151.1822388,-33.9284397,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
32,151.1833202,-33.9284557,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
33,151.1724869,-33.929197,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
34,151.1735683,-33.9292131,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
35,151.1746497,-33.9292291,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
36,151.1757311,-33.9292452,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
37,151.1768126,-33.9292612,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
38,151.177894,-33.9292772,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
39,151.1789754,-33.9292932,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
40,151.1800568,-33.9293092,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
41,151.1811382,-33.9293252,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
42,151.1822197,-33.9293412,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
43,151.1833011,-33.9293571,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
44,151.1670605,-33.9300181,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
45,151.1681419,-33.9300342,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
46,151.1713862,-33.9300824,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
47,151.1724676,-33.9300985,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
48,151.1735491,-33.9301145,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
49,151.1746305,-33.9301306,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
50,151.1757119,-33.9301466,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
51,151.1767933,-33.9301626,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
52,151.1778748,-33.9301786,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
53,151.1789562,-33.9301946,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
54,151.1800376,-33.9302106,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
55,151.1811191,-33.9302266,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
56,151.1822005,-33.9302426,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
57,151.1832819,-33.9302586,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
58,151.1648783,-33.9308873,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
59,151.1659598,-33.9309034,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
60,151.1670412,-33.9309195,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
61,151.1681226,-33.9309356,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
62,151.1692041,-33.9309517,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
63,151.1702855,-33.9309678,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
64,151.1713669,-33.9309839,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
65,151.1724484,-33.9309999,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
66,151.1735298,-33.931016,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
67,151.1746113,-33.931032,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
68,151.1756927,-33.9310481,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
69,151.1767741,-33.9310641,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
70,151.1778556,-33.9310801,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
71,151.178937,-33.9310961,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
72,151.1800185,-33.9311121,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
73,151.1810999,-33.9311281,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
74,151.1821813,-33.931144,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
75,151.1832628,-33.93116,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
76,151.1843442,-33.931176,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
77,151.1637776,-33.9317726,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
78,151.164859,-33.9317888,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
79,151.1659404,-33.9318049,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
80,151.1670219,-33.931821,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
81,151.1681033,-33.9318371,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
82,151.1691848,-33.9318532,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
83,151.1702662,-33.9318692,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
84,151.1713477,-33.9318853,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
85,151.1724291,-33.9319014,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
86,151.1735106,-33.9319174,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
87,151.174592,-33.9319335,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
88,151.1756735,-33.9319495,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
89,151.1767549,-33.9319655,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
90,151.1778364,-33.9319815,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
91,151.1789178,-33.9319975,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
92,151.1799993,-33.9320135,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
93,151.1810807,-33.9320295,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
94,151.1821622,-33.9320455,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
95,151.1832436,-33.9320615,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
96,151.1843251,-33.9320774,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
97,151.1854066,-33.9320934,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
98,151.1626768,-33.9326579,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
99,151.1637582,-33.9326741,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
100,151.1648397,-33.9326902,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
101,151.1659211,-33.9327063,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
102,151.1670026,-33.9327224,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
103,151.168084,-33.9327385,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
104,151.1691655,-33.9327546,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
105,151.1702469,-33.9327707,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
106,151.1713284,-33.9327868,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
107,151.1724099,-33.9328028,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
108,151.1734913,-33.9328189,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
109,151.1745728,-33.9328349,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
110,151.1756542,-33.9328509,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
111,151.1767357,-33.932867,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
112,151.1778172,-33.932883,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
113,151.1788986,-33.932899,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
114,151.1799801,-33.932915,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
115,151.1810616,-33.932931,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
116,151.182143,-33.9329469,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
117,151.1832245,-33.9329629,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
118,151.184306,-33.9329789,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
119,151.1853874,-33.9329948,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
120,151.1864689,-33.9330107,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
121,151.1875504,-33.9330267,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
122,151.1886318,-33.9330426,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
123,151.1897133,-33.9330585,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
124,151.1907948,-33.9330744,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
125,151.1626574,-33.9335594,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
126,151.1637389,-33.9335755,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
127,151.1648203,-33.9335916,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
128,151.1659018,-33.9336077,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
129,151.1669833,-33.9336239,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
130,151.1680647,-33.93364,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
131,151.1691462,-33.933656,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
132,151.1702277,-33.9336721,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
133,151.1713091,-33.9336882,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
134,151.1723906,-33.9337043,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
135,151.1734721,-33.9337203,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
136,151.1745535,-33.9337364,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
137,151.175635,-33.9337524,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
138,151.1767165,-33.9337684,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
139,151.177798,-33.9337844,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
140,151.1788794,-33.9338004,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
141,151.1799609,-33.9338164,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
142,151.1810424,-33.9338324,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
143,151.1821239,-33.9338484,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
144,151.1832053,-33.9338644,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
145,151.1842868,-33.9338803,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
146,151.1853683,-33.9338963,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
147,151.1864498,-33.9339122,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
148,151.1875313,-33.9339281,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
149,151.1886127,-33.933944,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
150,151.1896942,-33.93396,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
151,151.1907757,-33.9339759,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
152,151.1918572,-33.9339917,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
153,151.162638,-33.9344608,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
154,151.1637195,-33.9344769,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
155,151.164801,-33.9344931,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
156,151.1658825,-33.9345092,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
157,151.1669639,-33.9345253,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
158,151.1680454,-33.9345414,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
159,151.1691269,-33.9345575,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
160,151.1702084,-33.9345736,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
161,151.1712898,-33.9345896,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
162,151.1723713,-33.9346057,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
163,151.1734528,-33.9346218,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
164,151.1745343,-33.9346378,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
165,151.1756158,-33.9346538,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
166,151.1766973,-33.9346699,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
167,151.1777787,-33.9346859,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
168,151.1788602,-33.9347019,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
169,151.1799417,-33.9347179,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
170,151.1810232,-33.9347339,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
171,151.1821047,-33.9347498,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
172,151.1831862,-33.9347658,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
173,151.1842677,-33.9347818,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
174,151.1853492,-33.9347977,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
175,151.1864307,-33.9348136,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
176,151.1875122,-33.9348296,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
177,151.1885937,-33.9348455,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
178,151.1896751,-33.9348614,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
179,151.1907566,-33.9348773,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
180,151.1918381,-33.9348932,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
181,151.1626187,-33.9353622,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
182,151.1637001,-33.9353784,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
183,151.1647816,-33.9353945,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
184,151.1658631,-33.9354106,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
185,151.1669446,-33.9354267,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
186,151.1680261,-33.9354428,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
187,151.1691076,-33.9354589,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
188,151.1701891,-33.935475,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
189,151.1712706,-33.9354911,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
190,151.1723521,-33.9355071,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
191,151.1734336,-33.9355232,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
192,151.1745151,-33.9355392,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
193,151.1755965,-33.9355553,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
194,151.176678,-33.9355713,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
195,151.1777595,-33.9355873,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
196,151.178841,-33.9356033,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
197,151.1799225,-33.9356193,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
198,151.181004,-33.9356353,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
199,151.1820855,-33.9356513,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
200,151.183167,-33.9356672,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
201,151.1842485,-33.9356832,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
202,151.18533,-33.9356992,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
203,151.1864115,-33.9357151,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
204,151.1874931,-33.935731,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
205,151.1885746,-33.9357469,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
206,151.1896561,-33.9357629,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
207,151.1907376,-33.9357788,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
208,151.1918191,-33.9357946,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
209,151.1636808,-33.9362798,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
210,151.1647623,-33.9362959,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
211,151.1658438,-33.9363121,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
212,151.1669253,-33.9363282,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
213,151.1680068,-33.9363443,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
214,151.1690883,-33.9363604,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
215,151.1701698,-33.9363764,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
216,151.1712513,-33.9363925,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
217,151.1723328,-33.9364086,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
218,151.1734143,-33.9364246,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
219,151.1744958,-33.9364407,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
220,151.1755773,-33.9364567,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
221,151.1766588,-33.9364727,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
222,151.1777403,-33.9364888,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
223,151.1788218,-33.9365048,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
224,151.1799034,-33.9365208,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
225,151.1809849,-33.9365367,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
226,151.1820664,-33.9365527,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
227,151.1831479,-33.9365687,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
228,151.1842294,-33.9365847,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
229,151.1853109,-33.9366006,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
230,151.1863924,-33.9366165,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
231,151.1874739,-33.9366325,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
232,151.1885555,-33.9366484,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
233,151.189637,-33.9366643,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
234,151.1907185,-33.9366802,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
235,151.1918,-33.9366961,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
236,151.1636614,-33.9371812,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
237,151.1647429,-33.9371974,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
238,151.1658244,-33.9372135,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
239,151.166906,-33.9372296,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
240,151.1679875,-33.9372457,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
241,151.169069,-33.9372618,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
242,151.1701505,-33.9372779,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
243,151.171232,-33.937294,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
244,151.1723135,-33.93731,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
245,151.173395,-33.9373261,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
246,151.1744766,-33.9373421,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
247,151.1755581,-33.9373582,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
248,151.1766396,-33.9373742,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
249,151.1777211,-33.9373902,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
250,151.1788026,-33.9374062,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
251,151.1798842,-33.9374222,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
252,151.1809657,-33.9374382,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
253,151.1820472,-33.9374542,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
254,151.1831287,-33.9374701,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
255,151.1842103,-33.9374861,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
256,151.1852918,-33.937502,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
257,151.1863733,-33.937518,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
258,151.1874548,-33.9375339,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
259,151.1885364,-33.9375498,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
260,151.1896179,-33.9375658,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
261,151.1906994,-33.9375817,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
262,151.191781,-33.9375975,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
263,151.1636421,-33.9380827,S1L_H,0.9,6.79E+06,77.8,77.8,Mascot,SP2,Airport
264,151.1647236,-33.9380988,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
265,151.1658051,-33.9381149,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
266,151.1668866,-33.938131,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
267,151.1679682,-33.9381471,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
268,151.1690497,-33.9381632,S1L_H,0.9,6786171.575,77.8,77.8,Mascot,SP2,Airport
