151.1794357,-33.9076585,-10.51910877
151.1805169,-33.9076745,-14.6365881
151.1761731,-33.9085119,-6.899060726
151.1772543,-33.9085279,-9.965554237
151.1783354,-33.9085439,-9.83440876
151.1794166,-33.9085599,-13.07340336
151.1804977,-33.9085759,-16.31085777
151.1750727,-33.9093974,-9.274418831
151.1761539,-33.9094134,-3.724534035
151.1772351,-33.9094294,-8.951071739
151.1783162,-33.9094454,-12.26339436
151.1793974,-33.9094614,-17.676157
151.1804786,-33.9094773,-20.14919281
151.1739723,-33.9102828,-7.818587303
151.1750535,-33.9102988,-6.865917206
151.1761347,-33.9103148,-6.288938522
151.1772159,-33.9103308,-7.310967445
151.178297,-33.9103468,-11.55753422
151.1793782,-33.9103628,-16.17132378
151.1804594,-33.9103788,-18.11019325
151.1717907,-33.9111521,-5.462757587
151.1728719,-33.9111682,-8.344420433
151.1739531,-33.9111842,-12.75764561
151.1750343,-33.9112002,-11.6507206
151.1761155,-33.9112163,-8.498175621
151.1771967,-33.9112323,-7.918189049
151.1782779,-33.9112483,-9.86249733
151.179359,-33.9112643,-14.02850342
151.1804402,-33.9112802,-14.95334721
151.1706903,-33.9120375,-5.581442356
151.1717715,-33.9120536,-10.47143936
151.1728527,-33.9120696,-15.59474945
151.1739339,-33.9120857,-17.33377266
151.1750151,-33.9121017,-15.85412693
151.1760963,-33.9121177,-12.73946858
151.1771775,-33.9121337,-12.0958519
151.1782587,-33.9121497,-12.35270214
151.1793399,-33.9121657,-15.12766743
151.1804211,-33.9121817,-15.27523613
151.1695898,-33.9129229,-4.213741779
151.170671,-33.912939,-5.515514374
151.1717522,-33.912955,-9.64283371
151.1728334,-33.9129711,-13.94090557
151.1739146,-33.9129871,-15.66898727
151.1749958,-33.9130031,-17.62388992
151.1760771,-33.9130192,-17.46615028
151.1771583,-33.9130352,-18.28240204
151.1782395,-33.9130512,-17.16073799
151.1793207,-33.9130672,-16.59991264
151.1804019,-33.9130831,-16.21497536
151.1684893,-33.9138083,-3.623921156
151.1695705,-33.9138243,-3.895666122
151.1706517,-33.9138404,-4.564297199
151.171733,-33.9138565,-6.559213162
151.1728142,-33.9138725,-9.437944412
151.1738954,-33.9138886,-12.1979475
151.1749766,-33.9139046,-16.12459755
151.1760579,-33.9139206,-19.27209663
151.1771391,-33.9139366,-20.92778397
151.1782203,-33.9139526,-18.26672363
151.1793015,-33.9139686,-12.11821079
151.1803827,-33.9139846,-10.30259037
151.181464,-33.9140006,-7.903592587
151.1652263,-33.9146614,-4.916563511
151.1663076,-33.9146775,-4.768393517
151.1673888,-33.9146936,-5.848607063
151.16847,-33.9147097,-5.80387497
151.1695513,-33.9147258,-4.915599346
151.1706325,-33.9147418,-4.960512638
151.1717137,-33.9147579,-6.078505993
151.1727949,-33.914774,-8.140986443
151.1738762,-33.91479,-11.12171078
151.1749574,-33.914806,-12.50411797
151.1760386,-33.914822,-13.99751282
151.1771199,-33.9148381,-17.79609108
151.1782011,-33.9148541,-14.88628101
151.1792823,-33.9148701,-9.626418114
151.1803636,-33.914886,-8.62528801
151.1814448,-33.914902,-21.25355339
151.1825261,-33.914918,-3.001161099
151.1836073,-33.9149339,-4.161439419
151.165207,-33.9155628,-5.031402588
151.1662883,-33.915579,-8.148271561
151.1673695,-33.9155951,-9.354550362
